,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf
46,9,5.0,48.0,12822,9.0,0.0,7.0,7.0,9.0,5.0,3.0,11,2,2,2.0,0,7,5,110,53,5.0,1,12,13,2,0.0,4.0,3.0,6.0,5.0,3.0,1.0,6.0,1351.0,1.0,0.0,83.0,7.268920128193722,1,5.0,1,4,7.325807502595773,631,0,7.673223121121708,1.0,0.0,1,1,1,1,4.0,6,6,1,5.0,1,95,2.0,2.0,670.0,3.0,3.0,2,5.1298987149230735,3.784189633918261,0,0,198,0,0.0,4,1,0,10,3,8,5.0,8.18423477409482,2.5,409
47,5,1.0,84.0,11096,9.0,0.0,9.0,7.0,9.0,2.0,3.0,21,2,2,2.0,2,8,5,113,56,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1632.0,7.4127640174265625,1,5.0,1,4,7.4127640174265625,0,0,7.4127640174265625,0.0,0.0,2,0,3,1,4.0,7,6,0,0.0,1,98,2.0,3.0,826.0,3.0,3.0,2,0.0,4.990432586778736,0,0,0,0,0.0,4,1,0,9,1,8,6.0,8.105609402299896,2.0,146
48,4,8.0,33.0,4456,9.0,0.0,9.0,7.0,9.0,2.0,3.0,17,2,2,4.0,5,4,5,30,58,5.0,1,8,8,2,0.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,736.0,6.602587892189336,1,4.0,1,4,6.602587892189336,716,0,7.2813856635702825,0.0,0.0,2,0,2,3,3.0,8,6,0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,102,0,0,0,0.0,4,1,0,8,3,6,1.0,7.691200097522863,2.0,102
49,5,5.0,66.0,7742,9.0,0.0,9.0,7.0,9.0,2.0,3.0,19,2,2,2.0,2,5,7,73,16,5.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,763.0,1.0,0.0,192.0,6.862757913051401,1,5.0,1,4,6.862757913051401,0,0,6.862757913051401,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,58,1.0,1.0,386.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,2,1,0,0,1,8,6.0,7.555381944240273,2.0,0
50,10,5.0,0.0,13869,9.0,0.0,5.0,7.0,9.0,4.0,3.0,8,2,2,2.0,5,6,6,104,47,5.0,1,12,13,2,0.0,3.0,3.0,6.0,4.0,3.0,3.0,6.0,182.0,1.0,0.0,612.0,6.678342114654332,1,4.0,1,4,6.678342114654332,676,0,7.293697720601438,0.0,1.0,2,0,3,1,3.0,6,6,0,0.0,1,89,3.0,2.0,388.0,3.0,3.0,2,0.0,4.330733340286331,0,0,0,0,0.0,4,1,0,9,1,8,6.0,7.725330037917135,2.5,75
51,9,8.0,52.0,6240,9.0,0.0,9.0,7.0,9.0,2.0,3.0,3,2,2,2.0,0,6,6,43,0,5.0,1,13,14,2,0.0,3.0,3.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,816.0,6.705639094860003,1,3.0,1,4,6.705639094860003,0,360,7.0707241072602764,0.0,0.0,1,0,3,1,3.0,6,6,1,4.0,5,77,1.0,2.0,528.0,3.0,3.0,2,4.727387818712341,0.0,0,0,0,0,0.0,2,3,400,11,0,8,6.0,7.398174092970465,1.0,112
52,15,8.0,110.0,8472,7.0,0.0,5.0,6.0,9.0,4.0,2.0,9,8,2,5.0,2,5,5,70,13,5.0,1,13,14,2,0.0,2.0,3.0,5.0,4.0,3.0,5.0,2.0,104.0,6.0,712.0,0.0,6.705639094860003,1,3.0,0,4,6.705639094860003,0,0,6.705639094860003,1.0,0.0,1,0,2,1,3.0,5,6,0,0.0,4,55,1.0,2.0,516.0,3.0,3.0,2,4.672828834461906,0.0,0,0,0,0,0.0,4,1,0,7,4,8,6.0,7.398174092970465,2.0,106
53,5,5.0,68.0,50271,9.0,0.0,7.0,2.0,9.0,2.0,3.0,24,2,2,2.0,2,9,5,88,37,5.0,7,14,15,2,0.0,4.0,3.0,5.0,5.0,3.0,5.0,6.0,1810.0,1.0,0.0,32.0,7.519149957669823,1,4.0,1,4,7.519149957669823,0,0,7.519149957669823,2.0,0.0,0,1,0,1,4.0,5,6,1,4.0,1,73,3.0,3.0,894.0,3.0,3.0,2,6.754604099487962,4.290459441148391,0,0,0,0,0.0,4,1,0,2,0,8,6.0,8.212025804623437,2.5,929
54,13,5.0,60.0,7134,9.0,0.0,9.0,6.0,9.0,2.0,2.0,12,2,2,2.0,7,5,5,62,5,5.0,1,8,8,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,384.0,1.0,0.0,0.0,5.953243334287785,1,3.0,1,4,7.215975002651466,0,0,7.215975002651466,0.0,0.0,1,0,3,1,3.0,6,2,1,3.0,5,54,1.0,2.0,572.0,3.0,3.0,2,0.0,3.9318256327243257,0,0,0,0,0.0,2,1,0,4,1,8,6.0,7.4645098346365275,1.0,50
55,5,5.0,100.0,10175,9.0,0.0,7.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,6,5,71,14,5.0,1,6,10,1,5.60947179518496,3.0,3.0,5.0,3.0,3.0,1.0,4.0,490.0,1.0,0.0,935.0,7.262628600974241,1,4.0,1,4,7.262628600974241,0,0,7.262628600974241,0.0,0.0,2,0,3,1,3.0,7,6,1,4.0,1,56,2.0,2.0,576.0,3.0,3.0,2,0.0,0.0,0,407,0,0,0.0,4,1,0,9,2,8,6.0,7.955425088912672,2.0,407
56,2,1.0,24.0,2645,9.0,6.0,9.0,7.0,9.0,2.0,3.0,21,2,2,7.0,5,8,5,106,50,5.0,1,8,8,1,6.124683390894205,4.0,3.0,6.0,4.0,3.0,1.0,6.0,649.0,1.0,0.0,321.0,6.878326468291325,1,5.0,1,4,6.891625897052253,756,0,7.461640392208575,1.0,0.0,2,1,3,1,4.0,7,6,0,0.0,1,91,3.0,2.0,480.0,3.0,3.0,2,4.7535901911063645,0.0,0,0,0,0,0.0,4,1,0,10,3,8,5.0,7.904703913873747,3.5,115
57,10,5.0,89.0,11645,9.0,0.0,7.0,7.0,9.0,4.0,3.0,5,2,2,2.0,5,7,5,111,54,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,860.0,6.7580945044277305,1,5.0,1,4,6.7580945044277305,860,0,7.450660796211539,0.0,0.0,2,1,3,1,4.0,7,6,0,0.0,1,96,2.0,2.0,565.0,3.0,3.0,2,0.0,4.2626798770413155,0,0,0,0,0.0,4,1,0,10,0,8,6.0,7.855932199718614,2.5,70
58,10,5.0,66.0,13682,9.0,0.0,5.0,5.0,9.0,5.0,3.0,22,2,2,2.0,5,10,5,113,56,3.0,1,12,13,1,6.939253946041508,5.0,3.0,6.0,5.0,3.0,5.0,1.0,0.0,1.0,0.0,1410.0,7.252053951852814,1,5.0,1,4,7.2633296174768365,1519,0,7.988203597022576,0.0,0.0,3,1,3,1,4.0,10,6,1,4.0,3,98,3.0,3.0,641.0,3.0,3.0,2,5.262690188904886,0.0,37,0,0,0,0.0,4,1,0,1,0,6,1.0,8.37930948405285,3.5,229
59,5,5.0,60.0,7200,9.0,0.0,9.0,6.0,9.0,2.0,3.0,5,2,2,2.0,2,5,7,79,22,5.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,632.0,1.0,0.0,148.0,6.660575149839686,1,5.0,1,4,6.660575149839686,0,0,6.660575149839686,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,65,1.0,1.0,352.0,3.0,3.0,2,5.2832037287379885,0.0,0,0,0,0,0.0,2,1,0,0,2,8,6.0,7.353081920515432,1.0,196
60,5,5.0,63.0,13072,9.0,0.0,9.0,7.0,9.0,2.0,3.0,20,5,2,2.0,2,6,5,111,54,5.0,1,12,13,2,0.0,3.0,3.0,6.0,4.0,3.0,1.0,5.0,941.0,1.0,0.0,217.0,7.055312843339752,1,5.0,1,4,7.055312843339752,0,0,7.055312843339752,1.0,0.0,1,1,3,1,4.0,5,6,0,0.0,5,98,1.0,2.0,576.0,3.0,3.0,2,0.0,3.9318256327243257,0,0,0,0,0.0,4,1,0,7,0,6,1.0,7.748028524432376,2.5,50
61,12,8.0,60.0,7200,9.0,0.0,9.0,7.0,9.0,2.0,3.0,9,2,2,2.0,4,5,7,30,46,5.0,1,8,8,2,0.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,530.0,6.274762021241939,1,3.0,0,4,6.366470447731438,530,0,7.013915474810528,0.0,0.0,1,0,3,1,2.0,6,6,0,0.0,5,28,1.0,1.0,288.0,3.0,3.0,0,0.0,0.0,144,0,0,0,0.0,4,1,0,5,1,8,6.0,7.403670290012373,1.0,144
62,0,5.0,44.0,6442,9.0,0.0,7.0,7.0,9.0,2.0,3.0,16,2,2,7.0,2,8,5,113,56,5.0,1,12,13,3,5.187385805840755,4.0,3.0,6.0,4.0,4.0,2.0,6.0,24.0,1.0,0.0,1346.0,7.223295679562314,1,5.0,1,4,7.223295679562314,0,0,7.223295679562314,0.0,0.0,2,0,2,1,4.0,6,6,1,4.0,1,98,2.0,2.0,484.0,3.0,3.0,2,4.795790545596741,3.912023005428146,0,0,0,0,0.0,4,1,0,1,1,8,6.0,7.916078096302786,2.0,169
63,11,8.0,50.0,10300,9.0,0.0,7.0,6.0,9.0,2.0,3.0,17,6,1,2.0,5,7,6,31,0,5.0,1,11,12,2,0.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,576.0,6.3578422665081,1,4.0,1,4,6.805722553416985,808,0,7.444833273892193,0.0,0.0,2,0,3,1,3.0,9,6,0,0.0,5,82,1.0,2.0,480.0,3.0,3.0,2,2.5649493574615367,2.4849066497880004,64,0,0,0,0.0,0,1,0,6,4,8,6.0,7.734996194022781,2.0,87
64,10,5.0,0.0,9375,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,5,7,5,104,48,5.0,1,12,13,1,6.352629396319567,3.0,3.0,6.0,4.0,3.0,1.0,6.0,739.0,1.0,0.0,318.0,6.964135612418245,1,5.0,1,4,6.964135612418245,977,0,7.618251097876695,1.0,0.0,2,1,3,1,4.0,8,6,0,0.0,1,90,2.0,2.0,645.0,3.0,3.0,2,6.3578422665081,3.6109179126442243,0,0,0,0,0.0,0,1,0,4,3,8,6.0,8.036573409707312,3.5,612
65,10,5.0,76.0,9591,9.0,0.0,9.0,7.0,9.0,2.0,3.0,16,2,2,2.0,5,8,5,111,55,5.0,1,12,13,1,5.84354441703136,4.0,3.0,6.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1143.0,7.042286171939743,1,5.0,1,4,7.042286171939743,1330,0,7.813591552952433,0.0,0.0,2,1,4,1,4.0,9,6,1,4.0,3,96,2.0,3.0,852.0,3.0,3.0,2,5.262690188904886,5.0238805208462765,0,0,0,0,0.0,4,1,0,1,1,8,6.0,8.193400231952097,2.5,343
66,5,5.0,0.0,19900,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,3,2,2.0,2,7,5,77,39,5.0,1,9,10,1,5.662960480135946,3.0,3.0,5.0,4.0,3.0,5.0,6.0,912.0,1.0,0.0,1035.0,7.5745584842024805,1,3.0,1,4,7.699842407396986,0,0,7.699842407396986,1.0,0.0,2,0,3,1,3.0,7,2,1,4.0,1,62,2.0,2.0,576.0,3.0,3.0,2,5.71042701737487,0.0,0,0,0,0,0.0,4,1,0,9,4,8,6.0,8.332067707289548,3.0,301
67,5,5.0,72.0,10665,9.0,0.0,7.0,7.0,9.0,2.0,3.0,5,2,2,2.0,2,7,5,110,53,5.0,1,12,13,1,5.123963979403259,4.0,3.0,6.0,4.0,3.0,3.0,6.0,1013.0,1.0,0.0,440.0,7.282073658093465,1,5.0,1,4,7.299797366758161,0,0,7.299797366758161,1.0,0.0,2,0,3,1,4.0,7,6,0,0.0,1,95,2.0,2.0,558.0,3.0,3.0,2,4.976733742420574,3.4011973816621555,0,0,0,0,0.0,4,1,0,8,1,8,6.0,7.983781068977451,3.0,173
68,6,8.0,47.0,4608,9.0,0.0,9.0,7.0,9.0,4.0,3.0,17,0,2,2.0,2,4,6,52,0,5.0,1,8,8,2,0.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,747.0,6.617402977974478,1,3.0,1,4,6.617402977974478,0,0,6.617402977974478,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,1,37,1.0,1.0,220.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,4,8,6.0,7.3098814858247865,1.0,0
69,9,5.0,81.0,15593,9.0,0.0,9.0,7.0,9.0,4.0,3.0,4,2,2,2.0,0,7,4,60,3,5.0,1,3,0,2,0.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,603.0,1.0,0.0,701.0,7.173958319756794,2,3.0,1,4,7.173958319756794,983,0,7.7354333524996886,0.0,0.0,2,0,3,1,3.0,7,6,1,3.0,1,45,3.0,2.0,667.0,3.0,3.0,2,0.0,3.091042453358316,114,0,0,0,0.0,4,1,0,9,0,8,6.0,8.18646442942209,2.0,135
70,5,5.0,95.0,13651,9.0,0.0,7.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,7,6,80,23,5.0,1,9,10,1,7.017506142941256,3.0,4.0,5.0,4.0,3.0,5.0,5.0,1880.0,1.0,0.0,343.0,7.707062655370473,1,5.0,1,4,7.707062655370473,0,0,7.707062655370473,1.0,0.0,2,0,3,1,3.0,8,6,2,4.0,1,65,3.0,2.0,516.0,3.0,3.0,2,5.707110264748875,0.0,0,0,0,0,0.0,4,1,0,4,1,8,6.0,8.399984990510696,3.0,300
71,5,5.0,69.0,7599,9.0,0.0,9.0,7.0,9.0,4.0,3.0,11,2,2,2.0,2,4,6,89,56,5.0,1,6,10,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,565.0,1.0,0.0,280.0,6.740519359606223,1,3.0,1,4,6.740519359606223,0,0,6.740519359606223,1.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,79,1.0,2.0,360.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,1,8,6.0,7.43307534889858,2.0,0
72,10,5.0,74.0,10141,9.0,0.0,7.0,7.0,9.0,4.0,3.0,8,2,2,2.0,5,7,5,105,48,5.0,1,12,13,1,3.713572066704308,3.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,832.0,6.725033642166843,1,4.0,1,4,6.786716950605081,833,0,7.449498005382849,0.0,0.0,2,1,3,1,3.0,7,6,1,3.0,1,90,3.0,2.0,427.0,3.0,3.0,2,0.0,4.553876891600541,0,0,291,0,0.0,4,1,0,3,3,8,6.0,7.844240718141811,2.5,385
73,5,5.0,85.0,10200,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,7,61,53,5.0,1,13,14,1,4.653960350157523,3.0,3.0,5.0,3.0,3.0,1.0,5.0,320.0,4.0,362.0,404.0,6.99117688712121,1,4.0,1,4,6.99117688712121,0,0,6.99117688712121,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,81,1.0,2.0,490.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,1,1,0,7,4,8,6.0,7.6838639802564295,2.0,0
74,9,8.0,60.0,5790,9.0,0.0,9.0,7.0,9.0,4.0,3.0,17,2,2,2.0,5,3,6,25,0,4.0,1,12,13,2,0.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,840.0,6.734591659972948,1,4.0,0,4,6.734591659972948,765,0,7.381501894506707,0.0,0.0,2,0,3,2,3.0,8,6,0,0.0,5,8,1.0,1.0,379.0,3.0,3.0,2,0.0,0.0,202,0,0,0,0.0,4,1,0,7,4,8,6.0,7.802209316247118,2.0,202
75,3,8.0,21.0,1596,9.0,0.0,9.0,7.0,9.0,2.0,3.0,10,2,2,7.0,7,4,5,80,23,5.0,1,5,5,2,0.0,3.0,3.0,5.0,4.0,3.0,5.0,6.0,462.0,1.0,0.0,0.0,6.137727054086234,1,3.0,1,4,6.267200548541362,462,0,6.8966943316227125,1.0,0.0,1,0,2,1,3.0,5,6,0,0.0,3,65,1.0,1.0,297.0,3.0,3.0,2,4.795790545596741,4.624972813284271,0,0,0,0,0.0,1,1,0,2,3,8,6.0,7.280008252884188,2.0,221
76,5,5.0,0.0,8475,9.0,0.0,7.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,4,7,63,6,5.0,1,12,13,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,228.0,1.0,0.0,724.0,6.859614903654202,1,5.0,1,0,6.859614903654202,0,0,6.859614903654202,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,48,1.0,1.0,283.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,6,2,8,6.0,7.552237287560802,1.0,0
77,9,8.0,50.0,8635,9.0,0.0,9.0,7.0,9.0,2.0,3.0,3,2,2,2.0,0,5,5,55,51,5.0,1,13,14,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,336.0,6.0,41.0,295.0,6.511745329644728,1,3.0,1,4,6.9782137426306985,213,0,7.1592919047975645,1.0,0.0,1,0,2,1,3.0,6,2,0,0.0,5,40,1.0,1.0,240.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,2,1,0,0,2,8,6.0,7.579678823090456,2.0,0
78,15,5.0,72.0,10778,9.0,0.0,9.0,7.0,9.0,2.0,3.0,19,2,2,5.0,2,4,5,75,18,3.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1768.0,7.478169694159785,1,3.0,0,4,7.478169694159785,0,0,7.478169694159785,0.0,0.0,2,0,4,2,3.0,8,6,0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,6,4,8,6.0,8.17103418920548,2.0,0
79,9,8.0,60.0,10440,9.0,3.0,9.0,7.0,9.0,4.0,3.0,17,2,2,2.0,5,5,6,20,31,5.0,1,13,14,2,0.0,3.0,3.0,6.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,440.0,6.089044875446846,1,4.0,1,4,6.52649485957079,548,0,7.115582126184454,0.0,0.0,1,1,2,1,3.0,5,6,0,0.0,5,58,1.0,2.0,440.0,3.0,3.0,2,4.31748811353631,0.0,128,0,0,0,0.0,2,1,0,7,3,8,6.0,7.421177528595393,1.5,202
80,10,5.0,100.0,13000,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,2,2,2.0,5,6,6,75,18,5.0,1,12,13,1,6.3578422665081,3.0,4.0,5.0,4.0,3.0,1.0,3.0,448.0,1.0,0.0,448.0,6.799055862058796,1,3.0,1,4,7.075808863978387,960,0,7.669961995473577,0.0,0.0,2,1,4,1,4.0,8,6,1,4.0,1,60,3.0,1.0,509.0,3.0,3.0,2,0.0,4.290459441148391,0,0,252,0,0.0,4,1,0,8,3,8,6.0,8.019283792916793,2.5,324
81,0,8.0,32.0,4500,9.0,0.0,9.0,7.0,9.0,7.0,3.0,11,2,2,7.0,2,6,5,105,48,3.0,1,12,13,1,6.095824562432225,3.0,4.0,6.0,5.0,4.0,1.0,6.0,1201.0,1.0,0.0,36.0,7.121252453244542,1,5.0,1,4,7.198931240688173,0,0,7.198931240688173,1.0,0.0,2,0,2,1,3.0,5,6,0,0.0,1,90,3.0,2.0,405.0,3.0,3.0,2,0.0,5.298317366548036,0,0,0,0,0.0,4,1,0,5,0,8,6.0,7.853604813097837,3.0,199
82,5,5.0,78.0,10206,9.0,0.0,9.0,7.0,9.0,2.0,3.0,21,2,2,2.0,2,8,5,114,57,5.0,1,12,13,3,6.150602768446279,3.0,3.0,6.0,4.0,3.0,1.0,6.0,33.0,1.0,0.0,1530.0,7.355001921105257,1,5.0,1,4,7.355001921105257,0,0,7.355001921105257,0.0,0.0,2,0,3,1,4.0,6,6,1,4.0,1,99,2.0,3.0,758.0,3.0,3.0,2,4.976733742420574,4.605170185988092,0,0,0,0,0.0,4,1,0,1,2,8,6.0,8.047829357457841,2.0,243
83,5,5.0,80.0,8892,9.0,0.0,7.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,5,67,10,5.0,1,8,8,0,4.204692619390966,3.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1065.0,6.97166860472579,1,4.0,1,4,6.97166860472579,0,0,6.97166860472579,0.0,0.0,1,1,3,1,3.0,6,6,0,0.0,5,66,1.0,2.0,461.0,3.0,3.0,2,4.31748811353631,0.0,0,0,0,0,0.0,4,1,0,9,1,0,6.0,7.664346632098617,1.5,74
84,13,5.0,0.0,8530,9.0,0.0,7.0,7.0,9.0,2.0,3.0,8,2,2,2.0,7,7,5,102,46,5.0,1,6,6,1,3.1354942159291497,3.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,384.0,5.953243334287785,1,4.0,1,4,6.690842277418564,670,0,7.29641326877392,0.0,0.0,2,1,3,1,3.0,7,6,1,3.0,3,87,3.0,2.0,400.0,3.0,3.0,2,4.795790545596741,4.290459441148391,0,0,0,0,0.0,4,3,700,7,3,8,6.0,7.527793987721444,2.5,192
85,10,5.0,121.0,16059,9.0,0.0,9.0,7.0,9.0,4.0,3.0,15,2,2,2.0,5,8,5,98,42,3.0,1,6,6,1,5.652489180268651,4.0,3.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1288.0,7.161622002939187,1,5.0,1,4,7.171656822768514,1116,0,7.790696031174738,0.0,0.0,2,1,4,1,4.0,9,6,1,3.0,1,83,1.0,2.0,462.0,3.0,3.0,2,4.852030263919617,4.418840607796598,0,0,0,0,0.0,4,1,0,6,0,8,6.0,8.217708406845306,2.5,209
86,10,5.0,122.0,11911,9.0,0.0,5.0,7.0,9.0,2.0,3.0,8,2,2,2.0,5,6,5,112,55,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,684.0,6.529418838262226,1,5.0,1,4,6.529418838262226,876,0,7.353081920515432,0.0,0.0,2,1,3,1,4.0,6,6,1,4.0,3,97,3.0,2.0,400.0,3.0,3.0,2,4.61512051684126,3.6635616461296463,0,0,0,0,0.0,4,1,0,5,3,8,6.0,7.716460800176355,2.5,138
87,2,1.0,40.0,3951,9.0,6.0,9.0,7.0,9.0,4.0,3.0,21,2,2,7.0,5,6,5,116,59,5.0,1,12,13,3,4.343805421853684,4.0,3.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,612.0,6.418364935936212,1,5.0,1,4,6.418364935936212,612,0,7.110696122978827,0.0,0.0,2,1,2,1,4.0,4,6,0,0.0,5,101,2.0,2.0,528.0,3.0,3.0,2,0.0,5.459585514144159,0,0,0,0,0.0,4,1,0,8,3,6,1.0,7.515889085215125,2.5,234
88,9,3.0,105.0,8470,9.0,0.0,7.0,7.0,9.0,4.0,3.0,9,1,1,2.0,0,3,2,25,32,3.0,1,9,10,2,0.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1013.0,6.921658184151129,1,3.0,0,4,6.921658184151129,0,513,7.3310603052186325,0.0,0.0,1,0,2,1,2.0,6,6,0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,156,0,0,0,0.0,2,1,0,1,3,3,5.0,7.614312146452,1.0,156
89,5,5.0,60.0,8070,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,2,4,5,101,45,5.0,1,12,13,2,0.0,3.0,3.0,6.0,4.0,3.0,1.0,6.0,588.0,1.0,0.0,402.0,6.898714534329988,1,5.0,1,4,6.898714534329988,0,0,6.898714534329988,1.0,0.0,1,0,3,1,3.0,5,6,0,0.0,6,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,10,1,8,6.0,7.591357046698551,2.0,0
90,5,5.0,60.0,7200,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,4,5,57,0,5.0,1,3,14,2,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,0,6.947937068614969,0,0,6.947937068614969,0.0,0.0,1,0,2,1,3.0,4,6,0,0.0,5,42,1.0,2.0,420.0,3.0,3.0,2,0.0,3.4011973816621555,0,0,0,0,0.0,4,1,0,9,0,8,6.0,6.947937068614969,1.0,29
91,5,5.0,85.0,8500,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,3,68,11,3.0,1,6,6,0,5.318119993844216,3.0,3.0,5.0,3.0,3.0,1.0,3.0,600.0,1.0,0.0,635.0,7.119635638017636,1,3.0,1,4,7.119635638017636,0,0,7.119635638017636,0.0,0.0,1,0,2,1,3.0,6,6,0,0.0,1,53,1.0,2.0,480.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,1,1,0,3,0,8,5.0,7.81237820598861,1.0,0
92,6,5.0,80.0,13360,9.0,3.0,7.0,5.0,9.0,2.0,3.0,6,2,2,2.0,2,5,7,31,56,5.0,1,13,14,2,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,713.0,1.0,0.0,163.0,6.776506992372183,1,5.0,1,4,6.872128101338986,0,0,6.872128101338986,1.0,0.0,1,0,2,1,3.0,5,6,0,0.0,5,14,1.0,2.0,432.0,3.0,3.0,2,0.0,0.0,44,0,0,0,0.0,4,1,0,10,3,8,6.0,7.518064181233078,2.0,44
93,4,3.0,60.0,7200,9.0,0.0,9.0,7.0,9.0,4.0,3.0,17,2,2,4.0,4,6,6,20,48,3.0,1,8,8,2,0.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1046.0,1.0,0.0,168.0,7.102499355774649,2,5.0,0,4,7.13966033596492,1031,0,7.73718007783463,0.0,1.0,2,0,4,2,3.0,9,6,1,4.0,5,3,1.0,2.0,506.0,3.0,3.0,2,0.0,0.0,0,0,99,0,0.0,4,1,0,2,1,8,6.0,8.16223106548118,2.5,99
94,10,5.0,69.0,9337,9.0,0.0,7.0,7.0,9.0,2.0,3.0,5,2,2,2.0,5,6,5,104,47,5.0,1,12,13,2,0.0,3.0,4.0,6.0,4.0,3.0,1.0,6.0,648.0,1.0,0.0,176.0,6.715383386334681,1,5.0,1,4,6.80903930604298,881,0,7.488293515159428,1.0,0.0,2,1,3,1,4.0,7,6,0,0.0,1,89,2.0,2.0,684.0,3.0,3.0,2,0.0,5.093750200806762,0,0,0,0,0.0,4,1,0,7,1,8,6.0,7.8674885686991285,3.5,162
